descricao;preco;ano;km_rodado;localizacao
Hyundai Hb20 1.0 Evolution Flex 5p;66.900;2022;170.000 Km;Jaqueline - Belo Horizonte
Volkswagen Polo Track 1.0 Flex 12v 5p;77.890;2024;170.000 Km;Jaqueline - Belo Horizonte
Citroën C3 Tendance 1.5 Flex 8v 5p Mec.;44.900;2017;170.000 Km;Jaqueline - Belo Horizonte
Volkswagen Cross Up 1.0 Tsi 12v Flex 4p Manual;53.900;2017;170.000 Km;Jaqueline - Belo Horizonte
Jeep Renegade Lngtd At;79.900;2020;170.000 Km;Jaqueline - Belo Horizonte
Volkswagen Up! Up Cross Ma;48.900;2016;170.000 Km;Jaqueline - Belo Horizonte
Renault Sandero 1.0 12v Sce Flex Expression Manual;45.900;2019;170.000 Km;Jaqueline - Belo Horizonte
Honda Hr-v 1.8 16v Flex Ex 4p Automático;82.900;2016;170.000 Km;Jaqueline - Belo Horizonte
Peugeot 3008 1.6 Griffe Thp 16v Gasolina 4p Automático;113.990;2019;170.000 Km;Jaqueline - Belo Horizonte
Ford Ka Sedan 1.5 Sigma Flex Se Plus Manual;47.900;2018;170.000 Km;Jaqueline - Belo Horizonte
Ford Focus 2.0 Se Flex Powershift 5p;49.990;2015;170.000 Km;Jaqueline - Belo Horizonte
Jeep Compass 2.0 16v Flex Limited Automático;113.900;2019;170.000 Km;Jaqueline - Belo Horizonte
Fiat 500 /  Lounge;39.490;2010;170.000 Km;Jaqueline - Belo Horizonte
Chevrolet Onix 10mt Joye;43.900;2019;170.000 Km;Jaqueline - Belo Horizonte
Renault Sandero Stepway 1.6 Hi-power 5p;43.900;2016;170.000 Km;Jaqueline - Belo Horizonte
Jeep Commander 1.3 T270 Turbo Flex Overland At6;184.900;2022;170.000 Km;Jaqueline - Belo Horizonte
Ford Ecosport 1.6 16v Se Flex 5p;55.900;2015;170.000 Km;Jaqueline - Belo Horizonte
Fiat Strada Endurance 1.4 Cs;78.170;2023;170.000 Km;Jaqueline - Belo Horizonte
Fiat Palio 1.4 Mpi Fire Elx Weekend 8v Flex 4p Manual;26.900;2007;170.000 Km;Jaqueline - Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Sense Automático;93.800;2020;170.000 Km;Jaqueline - Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Trailhawk 4p 4x4 Automático;85.900;2016;170.000 Km;Jaqueline - Belo Horizonte
Volvo Xc90 2.0 T8 Excellence Drive-e 5p;221.000;2017;170.000 Km;Jaqueline - Belo Horizonte
Jac J2 1.4 16v 5p Mec.;28.900;2014;170.000 Km;Jaqueline - Belo Horizonte
Toyota Etios Sedán 1.5 16v Xls 4p;52.000;2015;170.000 Km;Jaqueline - Belo Horizonte
Chevrolet Cruze 1.8 Lt 16v Flex 4p Automático;54.900;2013;170.000 Km;Jaqueline - Belo Horizonte
Fiat Palio 1.0 Mpi Attractive 8v Flex 4p Manual;35.900;2015;170.000 Km;Jaqueline - Belo Horizonte
Hyundai Hb20x 1.6 Diamond Plus Flex Aut. 5p;86.900;2022;170.000 Km;Jaqueline - Belo Horizonte
Renault Sandero 1.0 Life 12v 5p;44.990;2020;170.000 Km;Jaqueline - Belo Horizonte
Chevrolet Tracker 1.8 Mpfi Ltz 4x2 16v Flex 4p Automático;62.990;2015;170.000 Km;Jaqueline - Belo Horizonte
Jeep Renegade 1.8 16v Flex 4p Automático;84.900;2020;170.000 Km;Jaqueline - Belo Horizonte
Volvo Xc 40 T4;152.900;2019;170.000 Km;Jaqueline - Belo Horizonte
Hyundai Creta 1.6a Smart;87.900;2019;170.000 Km;Jaqueline - Belo Horizonte
Chevrolet Onix 1.4 Lt 5p;40.000;2013;170.000 Km;Fama
Fiat Mobi Like 1.0 (flex);50.550;2020;170.000 Km;Fama
Volkswagen T-cross 1.0 200 Tsi Total Flex Automático;101.190;2022;170.000 Km;Fama
Jeep Renegade 2.0 Longitude 4x4 Aut. 5p;90.000;2018;170.000 Km;Fama
Volkswagen Up! 1.0 Mpi Take Up 12v Flex 4p Manual;42.900;2015;170.000 Km;Fama
Mitsubishi Outlander 3.0 Gt 4x4 V6 24v Gasolina 4p Automático;127.900;2018;170.000 Km;Fama
Mercedes-benz Classe Gla 1.6 Vision Turbo 5p;115.000;2015;170.000 Km;Fama
Hyundai Tucson 2.0 Mpfi Gls Top 16v 143cv 2wd Flex 4p Automático;66.900;2016;170.000 Km;Fama
Land Rover Range Rover Velar 5.0 V8 P550 Gasolina Svautobiography Dynamic Edition Automático;539.990;2020;170.000 Km;Fama
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;69.990;2016;170.000 Km;Fama
Renault Captur 2.0 16v Intense Aut. 5p;73.900;2020;170.000 Km;Fama
Fiat Argo 1.0 Drive Flex 5p;67.000;2023;170.000 Km;Fama
Chevrolet Cruze Sedan 1.4 Lt Turbo Aut. 4p;81.000;2017;170.000 Km;Fama
Volkswagen Cross Up! 1.0 Tsi 5p;57.000;2017;170.000 Km;Fama
Ford Ka 1.0 Se Plus Flex 5p;52.000;2020;170.000 Km;Fama
Fiat Argo 1.0 Firefly Flex Drive Manual;55.990;2018;170.000 Km;Fama
Mercedes-benz D 250 Sport;120.900;2015;170.000 Km;Fama
Volkswagen Gol 1.0 Special Total Flex 5p;37.900;2015;170.000 Km;Fama
Bmw X1 2.0 16v Turbo Activeflex Sdrive20i 4p Automático;90.990;2015;170.000 Km;Fama
Honda Hr-v 1.8 16v Flex Lx 4p Automático;88.900;2018;170.000 Km;Fama
Ford Ka 1.5 Se Plus Flex 4p;49.900;2020;170.000 Km;Fama
Fiat Mobi Easy On;42.900;2017;170.000 Km;Fama
Volkswagen Virtus 1.6 Msi Total Flex Manual;62.990;2020;170.000 Km;Fama
Volkswagen Up! 1.0 Mpi Take Up 12v Flex 4p Manual;38.990;2015;170.000 Km;Fama
Renault Sandero 1.0 12v Expression Sce 5p;36.000;2019;170.000 Km;Fama
Hyundai Ix35 Gls 2.0 16v 2wd Flex Aut.;72.900;2015;170.000 Km;Fama
Jeep Renegade 1.3 Longitude Turbo Flex Aut. (t270) 5p;108.900;2022;170.000 Km;Fama
Hyundai Hb20 1.0 Comfort Plus 12v Flex 4p Manual;52.500;2018;170.000 Km;Fama
Renault Kwid 1.0 12v Zen Sce 5p;40.800;2018;170.000 Km;Fama
Fiat Argo 1.0 Drive Flex 5p;64.900;2023;170.000 Km;Fama
Volkswagen Voyage 1.6 Msi Trendline Total Flex 4p;41.900;2015;170.000 Km;Fama
Mercedes-benz Classe Gla Gla45amg4m;189.900;2015;170.000 Km;Fama
Land Rover Range Rover Evoque Evoque Si4 Se 2.0 Aut.5p/flex.;259.900;2020;170.000 Km;Fama
Chevrolet Onix 1.0 Turbo Flex Ltz Manual;79.900;2022;170.000 Km;Fama
Volkswagen Fox 1.6 Msi Comfortline 8v Flex 4p Manual;48.990;2015;170.000 Km;Fama
Volkswagen Fox 1.6 Mi Plus 8v Flex 4p Manual;30.582;2009;170.000 Km;Fama
Volkswagen T-cross 1.0 Comfortline 200 Tsi Aut. 5p;92.900;2020;170.000 Km;Fama
Chevrolet Prisma 1.4 Mpfi Lt 8v Flex 4p Manual;66.900;2019;170.000 Km;Fama
Renault Sandero 1.0 12v Sce Flex Life Manual;51.900;2020;170.000 Km;Fama
Fiat Siena 1.0 Elx Flex 4p;31.900;2010;170.000 Km;Fama
Honda Hr-v 1.8 Ex Flex Aut. 5p;95.990;2018;170.000 Km;Fama
Fiat Palio 1.0 Attractive Flex 5p;32.900;2012;170.000 Km;Fama
Ford Ka 1.0 Ti-vct Flex Se Plus Manual;56.900;2020;170.000 Km;Fama
Ford Ka 1.0 Ti-vct Flex Se Plus Manual;55.900;2020;170.000 Km;Fama
Bmw X1 Sdrive 20i X-line 2.0 Active Flex;154.990;2019;170.000 Km;Fama
Jeep Compass 2.0 16v Flex Sport Automático;84.900;2017;170.000 Km;Fama
Ford Ka 1.5 Ti-vct Flex Se Plus Automático;61.990;2021;170.000 Km;Fama
Ford Ecosport 1.5 Ti-vct Flex 100 Anos Automático;79.990;2020;170.000 Km;Fama
Jeep Renegade 2.0 Trailhawk 4x4 Aut. 5p;116.900;2020;43.460 Km;Jardim Cidade - Betim
Volkswagen Gol 1.6 Msi Total Flex 5p;49.900;2019;43.460 Km;Jardim Cidade - Betim
Chevrolet Cobalt 1.8 Mpfi Ltz 8v Flex 4p Automático;57.900;2018;43.460 Km;Jardim Cidade - Betim
Chevrolet Onix 1.0 Turbo Flex Ltz Manual;67.990;2020;43.460 Km;Jardim Cidade - Betim
Renault Sandero 1.6 16v Sce Flex Stepway Zen Manual;60.900;2020;43.460 Km;Jardim Cidade - Betim
Toyota Rav4 2.0 4x2 16v Gasolina 4p Automático;87.800;2015;43.460 Km;Jardim Cidade - Betim
Fiat Grand Siena 1.6 16v Essence Flex Dualogic 4p;40.200;2015;43.460 Km;Jardim Cidade - Betim
Chevrolet Montana 1.4 Mpfi Ls Cs 8v Flex 2p Manual;47.900;2018;43.460 Km;Jardim Cidade - Betim
Fiat Toro 2.0 16v Turbo Diesel Freedom 4wd At9;110.800;2019;43.460 Km;Jardim Cidade - Betim
Chevrolet Onix 1.0 Turbo Flex Plus Ltz Manual;82.790;2023;43.460 Km;Jardim Cidade - Betim
Honda Hr-v 1.8 16v Flex Ex 4p Automático;109.900;2020;43.460 Km;Jardim Cidade - Betim
Jeep Compass 2.0 16v Flex Night Eagle Automático;93.990;2018;43.460 Km;Jardim Cidade - Betim
Ford Ecosport 2.0 16v Freestyle Flex 5p;53.900;2013;43.460 Km;Jardim Cidade - Betim
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Hse 4p Automático;139.900;2016;43.460 Km;Jardim Cidade - Betim
Hyundai Hb20 1.0 12v Flex Sense Manual;62.490;2023;43.460 Km;Jardim Cidade - Betim
Volkswagen Saveiro 1.6 Msi Robust Cd 16v Flex 2p Manual;74.690;2023;43.460 Km;Jardim Cidade - Betim
Fiat Argo 1.0 Firefly Flex Drive Manual;67.190;2023;43.460 Km;Jardim Cidade - Betim
Fiat Mobi 1.0 Evo Flex Like. Manual;51.990;2023;43.460 Km;Jardim Cidade - Betim
Fiat Mobi 1.0 Evo Flex Like. Manual;52.190;2023;43.460 Km;Jardim Cidade - Betim
Volkswagen Saveiro 1.6 Msi Robust Cd 16v Flex 2p Manual;77.590;2023;43.460 Km;Jardim Cidade - Betim
Mitsubishi Eclipse Cross 1.5 Mivec Turbo Gasolina Hpe-s Cvt;151.990;2023;43.460 Km;Jardim Cidade - Betim
Peugeot 208 1.6 16v Flex Active At6;73.490;2023;43.460 Km;Jardim Cidade - Betim
Fiat Mobi 1.0 Evo Flex Like. Manual;52.990;2023;43.460 Km;Jardim Cidade - Betim
Volkswagen Up! 1.0 Mpi 5p;56.900;2020;43.460 Km;Jardim Cidade - Betim
Volkswagen Saveiro 1.6 Msi Robust Cd 16v Flex 2p Manual;74.690;2023;43.460 Km;Jardim Cidade - Betim
Fiat Argo 1.0 Firefly Flex Manual;60.990;2023;43.460 Km;Jardim Cidade - Betim
Hyundai Hb20s 1.0 Tgdi Flex Comfort Automático;87.290;2023;43.460 Km;Jardim Cidade - Betim
Volkswagen Amarok 2.0 Se 4x4 Cd 16v Turbo Intercooler Diesel 4p Manual;99.900;2019;43.460 Km;Jardim Cidade - Betim
Fiat Toro 2.0 16v Turbo Diesel Ranch 4wd At9;128.890;2021;43.460 Km;Jardim Cidade - Betim
Volvo Xc90 2.0 T8 Hybrid Inscription Expression Awd Geartronic;385.000;2022;43.460 Km;Jardim Cidade - Betim
Fiat Mobi 1.0 Evo Flex Like. Manual;49.990;2023;43.460 Km;Jardim Cidade - Betim
Jeep Compass 2.0 16v Flex Longitude Automático;113.900;2020;43.460 Km;Jardim Cidade - Betim
Chevrolet Cruze 1.8 Lt Ecotec 6 Aut. 4p;64.500;2015;43.460 Km;Jardim Cidade - Betim
Fiat Strada 1.3 Freedom Cab. Cs Plus Flex 2p;78.900;2021;43.460 Km;Jardim Cidade - Betim
Mitsubishi Eclipse Cross 1.5 Mivec Turbo Gasolina Hpe-s Cvt;119.900;2019;43.460 Km;Jardim Cidade - Betim
Honda Cr-v 2.0 Lx 4x2 16v Gasolina 4p Automático;50.900;2010;43.460 Km;Jardim Cidade - Betim
Hyundai Hb20s 1.6 Comfort Style Flex Aut. 4p;57.900;2017;43.460 Km;Jardim Cidade - Betim
Citroën C4 Pallas 2.0 Exclusive Flex Aut. 4p;29.000;2013;43.460 Km;Jardim Cidade - Betim
Renault Kwid 1.0 12v Sce Flex Zen Manual;49.900;2022;43.460 Km;Jardim Cidade - Betim
Chevrolet Onix 1.0 Turbo Flex Plus Lt Automático;84.900;2022;43.460 Km;Jardim Cidade - Betim
Bmw Serie 3 2.0 Sport Gp Active Flex Aut. 4p;91.900;2014;43.460 Km;Jardim Cidade - Betim
Chevrolet Onix 1.0 Joy 5p;51.900;2019;43.460 Km;Jardim Cidade - Betim
Nissan March 1.6 Sv 5p;30.900;2013;43.460 Km;Jardim Cidade - Betim
Chevrolet Celta 1.0 Lt Flex Power 5p;35.900;2013;43.460 Km;Jardim Cidade - Betim
Fiat Mobi 1.0 Evo Flex Easy On Manual;42.900;2017;43.460 Km;Jardim Cidade - Betim
Volkswagen Gol 1.6 Msi Total Flex 5p;51.900;2020;43.460 Km;Jardim Cidade - Betim
Volkswagen Gol 1.0 12v Track Total Flex 5p;50.000;2017;43.460 Km;Jardim Cidade - Betim
Renault Sandero 1.0 Expression 16v Flex 4p Manual;32.000;2013;43.460 Km;Jardim Cidade - Betim
Renault Sandero 1.0 Expression 16v Flex 4p Manual;32.000;2013;999 Km;Brasil - Uberlândia
Suzuki Jimny 4 All;71.900;2016;999 Km;Brasil - Uberlândia
Fiat Siena 1.0 Fire Flex 4p;26.000;2011;999 Km;Brasil - Uberlândia
Hyundai Hb20 1.0 Unique Flex 5p;47.500;2019;999 Km;Brasil - Uberlândia
Chevrolet Cruze Lt 1.4 16v Turbo Flex 4p Aut.;81.980;2018;999 Km;Brasil - Uberlândia
Honda Hr-v 1.8 16v Flex Ex 4p Automático;99.900;2018;999 Km;Brasil - Uberlândia
Toyota Sw4 2.7 Sr 5l 4x2 Flex 5p;118.900;2015;999 Km;Brasil - Uberlândia
Volkswagen T-cross 1.4 250 Tsi Total Flex Highline Automático;140.750;2024;999 Km;Brasil - Uberlândia
Peugeot 208 208 Active Pack 1.2 Flex 12v 5p Mec.;42.000;2017;999 Km;Brasil - Uberlândia
Fiat Fiorino 1.4 Mpi Furgão Endurance 8v Flex 2p Manual;70.590;2021;999 Km;Brasil - Uberlândia
Volkswagen Nivus 1.0 200 Tsi Total Flex Highline Automático;135.990;2024;999 Km;Brasil - Uberlândia
Honda Cr-v 2.0 Lx 4x2 16v Gasolina 4p Automático;49.900;2009;999 Km;Brasil - Uberlândia
Chevrolet Tracker 1.8 Mpfi Ltz 4x2 16v Flex 4p Automático;72.900;2015;999 Km;Brasil - Uberlândia
Mitsubishi Outlander 2.2 165cv Diesel;124.900;2016;999 Km;Brasil - Uberlândia
Fiat Palio Fiat Palio Attractive 1.0 Evo (flex);39.900;2015;999 Km;Brasil - Uberlândia
Hyundai Tucson Glsb;58.900;2016;999 Km;Brasil - Uberlândia
Fiat Argo Drive 1.0;49.990;2018;999 Km;Brasil - Uberlândia
Honda Hr-v 1.8 16v Flex Exl 4p Automático;89.900;2016;999 Km;Brasil - Uberlândia
Hyundai Hb20 Unique 1.0 Flex 12v Mec.;53.900;2019;999 Km;Brasil - Uberlândia
Suzuki Vitara 1.6 16v Gasolina 4you Automático;92.990;2020;999 Km;Brasil - Uberlândia
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;67.800;2016;999 Km;Brasil - Uberlândia
Hyundai Hb20s 1.6 Comfort Plus 16v Flex 4p Automático;63.800;2017;999 Km;Brasil - Uberlândia
Nissan March 1.6 16v Sl 5p;41.900;2015;999 Km;Brasil - Uberlândia
Fiat Uno Mille Uno Mille Fire Economy 4p;24.000;2011;999 Km;Brasil - Uberlândia
Fiat Uno 1.0 Attractive Flex 5p;43.990;2020;999 Km;Brasil - Uberlândia
Toyota Etios 1.5 X Plus Sedan 16v Flex 4p Manual;59.900;2020;999 Km;Brasil - Uberlândia
Fiat Fiorino 1.4 Mpi Furgão Endurance 8v Flex 2p Manual;73.900;2021;999 Km;Brasil - Uberlândia
Land Rover Discovery Sport 2.0 Si4 Hse 5p (br);149.900;2018;999 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Mpi Class Sedan 8v Flex 4p Manual;33.900;2012;999 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 Mi 8v Flex 4p Manual G.iv;32.890;2014;999 Km;Brasil - Uberlândia
Hyundai Tucson 2.0 16v Flex Aut.;52.900;2014;999 Km;Brasil - Uberlândia
Fiat Cronos 1.3 Drive Gsr Flex 4p;64.000;2020;999 Km;Brasil - Uberlândia
Hyundai Hb20 1.0 5 Anos 12v Flex 4p Manual;52.990;2018;999 Km;Brasil - Uberlândia
Fiat Palio Fiat Palio Attractive 1.4 8v (flex);36.900;2012;999 Km;Brasil - Uberlândia
Fiat Palio 1.0 Mpi Attractive 8v Flex 4p Manual;44.900;2016;999 Km;Brasil - Uberlândia
Renault Logan Expr 1016v;43.900;2017;999 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 Total Flex 5p;33.900;2014;999 Km;Brasil - Uberlândia
Fiat Uno 1.4 Evo Sporting 8v Flex 4p Manual;39.900;2014;999 Km;Brasil - Uberlândia
Hyundai Tucson 2.0 Mpfi Gls Base 16v 143cv 2wd Flex 4p Automático;58.900;2016;999 Km;Brasil - Uberlândia
Fiat Toro 1.8 16v Evo Flex Freedom At6;82.900;2017;999 Km;Brasil - Uberlândia
Volkswagen Voyage 1.6 Msi Flex 8v 4p;59.890;2022;999 Km;Brasil - Uberlândia
Volkswagen Gol 1.0 12v Trendline Total Flex 5p;48.900;2018;999 Km;Brasil - Uberlândia
Renault Duster 1.6 16v Dynamique Hi-flex 5p;53.800;2014;999 Km;Brasil - Uberlândia
Fiat Argo Drive 1.0 6v Flex;64.900;2023;999 Km;Brasil - Uberlândia
Volkswagen Saveiro Trooper 1.6 Mi Total Flex 8v Ce;45.000;2013;999 Km;Brasil - Uberlândia
Peugeot 208 Like 1.0 Flex 6v 5p Mec.;64.500;2023;999 Km;Brasil - Uberlândia
Fiat Uno Attractive 1.0 Fire Flex 8v 5p;49.000;2021;999 Km;Brasil - Uberlândia
Hyundai Hb20 Sense 1.0 Flex 12v Mec.;58.500;2021;999 Km;Brasil - Uberlândia
Renault Kwid Zen 1.0 Flex 12v 5p Mec.;46.900;2022;49.500 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Lt 5p;51.900;2019;49.500 Km;Brasil - Uberlândia
Chevrolet Onix Hatch Lt 1.0 12v Tb Flex 5p Aut.;80.900;2022;49.500 Km;Brasil - Uberlândia
Renault Sandero Dyna 16;41.900;2015;49.500 Km;Brasil - Uberlândia
Chevrolet Onix 1.0 Ls 5p;45.000;2015;49.500 Km;Brasil - Uberlândia
Renault Duster 1.6 16v Sce Flex Expression X-tronic;74.990;2020;49.500 Km;Brasil - Uberlândia
Mitsubishi Asx 2.0 4wd Flex Cvt 5p;94.990;2018;49.500 Km;Brasil - Uberlândia
Jeep Renegade 2.0 16v Turbo Diesel Sport 4p 4x4 Automático;79.900;2016;49.500 Km;Brasil - Uberlândia
Ford Ka 1.0 Sel Flex 5p;42.000;2016;49.500 Km;Brasil - Uberlândia
Chery Chery Qq 1.0 Act Flex 5p;32.900;2018;49.500 Km;Brasil - Uberlândia
Peugeot 207 1.6 Xs Passion 16v Flex 4p Automático;24.900;2012;49.500 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Rocam Se Flex 5p;32.900;2014;49.500 Km;Brasil - Uberlândia
Land Rover Range Rover Sport 3.0 Hse 4x4 V6 24v Turbo Diesel 4p Automático;469.990;2020;49.500 Km;Brasil - Uberlândia
Volkswagen Up! 1.0 Tsi Move Up 12v Flex 4p Manual;45.990;2016;49.500 Km;Brasil - Uberlândia
Volkswagen Up! 1.0 Tsi Move Up 12v Flex 4p Manual;48.990;2016;49.500 Km;Brasil - Uberlândia
Volkswagen Tiguan 1.4 250 Tsi Total Flex Allspace Tiptronic;115.990;2018;49.500 Km;Brasil - Uberlândia
Land Rover Range Rover Sport 3.0 Hse 4x4 V6 24v Turbo Diesel 4p Automático;199.990;2015;49.500 Km;Brasil - Uberlândia
Volkswagen Gol 1.6 Msi Totalflex 4p Manual;46.990;2020;49.500 Km;Brasil - Uberlândia
Volkswagen Jetta 2.0 Comfortline 120cv Flex 4p Manual;51.990;2012;49.500 Km;Brasil - Uberlândia
Ford Ka 1.5 Ti-vct Flex Se Manual;49.990;2019;49.500 Km;Brasil - Uberlândia
Ford Fiesta 1.6 Mpi Class Hatch 8v Flex 4p Manual;24.990;2012;49.500 Km;Brasil - Uberlândia
Renault Sandero 1.0 Life 12v 5p;47.900;2020;49.500 Km;Brasil - Uberlândia
Ford Ka Se 1.0 Ha C;48.900;2019;49.500 Km;Brasil - Uberlândia
Fiat Uno 1.0 Attractive Flex 5p;42.900;2017;49.500 Km;Brasil - Uberlândia
Chevrolet Onix 1.4 Mpfi Effect 8v Flex 4p Manual;48.900;2016;49.500 Km;Brasil - Uberlândia
Ford Ecosport 1.5 Se Flex Aut. (direct) 5p;80.000;2020;49.500 Km;Brasil - Uberlândia
Hyundai Creta 1.6 16v Flex Attitude Manual;79.900;2019;49.500 Km;Brasil - Uberlândia
Renault Sandero 1.6 Stepway Rip Curl 8v Flex 4p Manual;52.900;2016;49.500 Km;Brasil - Uberlândia
Jeep Renegade 1.8 16v Flex 4p Automático;69.990;2019;49.500 Km;Brasil - Uberlândia
Renault Sandero 1.0 Expression 16v Flex 4p Manual;27.900;2009;49.500 Km;Brasil - Uberlândia
Jeep Compass 2.0 16v Flex Sport Automático;89.990;2018;49.500 Km;Brasil - Uberlândia
Peugeot 208 Like 1.0 Flex 6v 5p Mec.;65.980;2023;49.500 Km;Brasil - Uberlândia
Honda Hr-v 1.8 16v Flex Exl 4p Automático;86.990;2016;49.500 Km;Brasil - Uberlândia
Volkswagen Voyage 1.6 Msi Total Flex 4p;50.990;2020;49.500 Km;Brasil - Uberlândia
Ford Fiesta 1.0 Rocam Se Plus Flex 5p;25.900;2014;49.500 Km;Brasil - Uberlândia
Fiat Grand Siena 1.4 Mpi 8v Flex 4p Manual;39.990;2014;49.500 Km;Brasil - Uberlândia
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual;54.700;2015;49.500 Km;Brasil - Uberlândia
Fiat Mobi 1.0 Like Flex 5p;55.000;2023;49.500 Km;Brasil - Uberlândia
Fiat Strada 1.0 Turbo 200 Flex Ranch Cd Cvt;124.990;2024;49.500 Km;Brasil - Uberlândia
Mercedes-benz Gla 200 1.6 Cgi Flex Advance 7g-dct;119.800;2018;49.500 Km;Brasil - Uberlândia
Renault Sandero 1.6 Gt Line Limited Flex 4p Manual;35.990;2013;49.500 Km;Brasil - Uberlândia
Renault Captur 2.0 16v Hi-flex Intense Automático;73.990;2018;49.500 Km;Brasil - Uberlândia
Nissan March 1.0 S 12v Flex 4p Manual;41.990;2017;49.500 Km;Brasil - Uberlândia
Nissan Kicks 1.6 16v Flexstart Sl 4p Xtronic;79.990;2018;49.500 Km;Brasil - Uberlândia
Fiat Grand Siena 1.0 Attractive Flex 4p;49.500;2018;49.500 Km;Brasil - Uberlândia
Honda Hr-v 1.8 16v Flex Lx 4p Automático;89.900;2016;49.500 Km;Brasil - Uberlândia
Fiat Uno Evo Way 1.4 8v;32.000;2012;49.500 Km;Brasil - Uberlândia
Chevrolet Onix 1.4 Mpfi Activ 8v Flex 4p Automático;69.900;2019;49.500 Km;Brasil - Uberlândia
Land Rover Discovery Sport 2.0 16v Td4 Turbo Diesel Se 4p Automático;139.990;2019;79.291 Km;Belo Horizonte
Jeep Renegade 2.0 16v Turbo Diesel Trailhawk 4p 4x4 Automático;93.990;2016;79.291 Km;Belo Horizonte
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;67.990;2016;79.291 Km;Belo Horizonte
Jeep Renegade 1.8 16v Flex Longitude 4p Automático;67.990;2016;79.291 Km;Belo Horizonte
Hyundai Ix35 2.0 Mpfi Gl 16v Flex 4p Automático;86.990;2018;79.291 Km;Belo Horizonte
Honda Hr-v 1.8 16v Flex Ex 4p Automático;91.990;2018;79.291 Km;Belo Horizonte
Ford Ka 1.5 Ti-vct Flex Titanium Sedan Automático;60.990;2019;79.291 Km;Belo Horizonte
Porsche Taycan 0.0 4s 4p Eléctrico Elétrico;699.000;2022;79.291 Km;Belo Horizonte
Citroën C3 1.6 Exclusive 16v Flex 4p Automático;29.990;2012;79.291 Km;Belo Horizonte
Jeep Compass Longitude D;109.990;2018;79.291 Km;Belo Horizonte
Ford Ka Sedan 1.5 Sigma Flex Advanced Manual;42.990;2018;79.291 Km;Belo Horizonte
Fiat Mobi 1.0 Evo Flex Like. Manual;49.850;2021;79.291 Km;Belo Horizonte
Hyundai Hb20s 1.6 Comfort Plus 16v Flex 4p Automático;62.900;2016;79.291 Km;Belo Horizonte
Chevrolet S-10 2.4 Mpfi Ltz 4x2 Cd 8v Flex 4p Manual;92.900;2013;79.291 Km;Belo Horizonte
Renault Duster 1.6 Dynamique 4x2 16v Flex 4p Manual;63.000;2016;79.291 Km;Belo Horizonte
Volkswagen T-cross 1.0 200 Tsi Total Flex Comfortline Automático;99.000;2020;79.291 Km;Belo Horizonte
Chevrolet Onix 1.0 Joy 5p;47.990;2019;79.291 Km;Belo Horizonte
Ford Ka 1.0 Se Plus Flex 5p;51.500;2020;79.291 Km;Belo Horizonte
Jeep Compass 1.3 S Turbo Flex Aut. (t270) 5p;168.500;2022;79.291 Km;Belo Horizonte
Renault Sandero 1.6 Privilége 16v Flex 4p Automático;31.900;2012;79.291 Km;Belo Horizonte
Fiat Punto 1.4 Attractive Flex 5p;41.900;2015;79.291 Km;Belo Horizonte
Toyota Corolla 1.8 16v Se-g Flex Aut. 4p;46.900;2010;79.291 Km;Belo Horizonte
Jeep Compass 2.0 16v Diesel Longitude 4x4 Automático;96.900;2017;79.291 Km;Belo Horizonte
Hyundai Vera Cruz 3.8 V6 Aut. 5p;51.900;2009;79.291 Km;Belo Horizonte
Fiat Argo 1.0 (flex);61.910;2023;79.291 Km;Belo Horizonte
Volkswagen Spacefox 1.6 Msi Trendline 8v Flex 4p Manual;45.990;2019;79.291 Km;Belo Horizonte
Ford Ka 1.0 Se Plus Flex 5p;48.500;2019;79.291 Km;Belo Horizonte
Volkswagen T-cross Hig. 250 Tsi 1.4 Flex 16v 5p Aut;107.900;2020;79.291 Km;Belo Horizonte
Jeep Compass 2.0 16v Flex Longitude Automático;93.990;2020;79.291 Km;Belo Horizonte
Fiat Argo 1.0 Firefly Flex Drive Manual;55.990;2018;79.291 Km;Belo Horizonte
Citroën C3 1.5 Tendance 8v Flex 4p Manual;35.990;2013;79.291 Km;Belo Horizonte
Volkswagen Up! 1.0 Take 5p;46.700;2016;79.291 Km;Belo Horizonte
Honda Hr-v Hr-v Ex Cvt;93.990;2018;79.291 Km;Belo Horizonte
Hyundai Hb20 1.0 Comfort Plus 12v Flex 4p Manual;42.900;2015;79.291 Km;Belo Horizonte
Renault Duster 1.6 16v Sce Flex Intense X-tronic;95.900;2022;79.291 Km;Belo Horizonte
Jeep Compass 2.0 16v Flex Longitude Automático;95.900;2018;79.291 Km;Belo Horizonte
Bmw X6 3.0 35i 4x4 Coupé 6 Cilindros 24v Gasolina 4p Automático;214.890;2016;79.291 Km;Belo Horizonte
